,tag0,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,tag56,tag57,tag58,tag59,tag60,tag61,tag62,tag63,tag64,tag65,tag66,tag67,tag68,tag69,tag70,tag71,tag72,tag73,tag74,tag75,tag76,tag77,tag78,tag79,tag80,tag81,tag82,tag83,tag84,tag85,tag86,tag87,tag88,tag89,tag90,tag91,tag92,tag93,tag94,tag95,tag96,tag97,tag98,tag99,tag100,tag101,tag102,tag103,tag104,tag105,tag106,tag107
2017-12-24 00:00:00,0.6147,1.183,Inp OutRange,-0.6277,-0.0,0.4551,-0.0918,0.5971,0.5832,-0.2719,0.6944,-0.3658,-0.4349,0.0,-0.0,0.5997,-0.5143,0.5626,0.5838,-0.7932,1.6757,-0.2443,1.7326,1.6807,1.9346,1.9867,0.3193,0.5974,0.6366,-0.3142,-0.3862,0.2887,0.8116,-1.306,-0.5141,1.1747,-0.2548,-0.8671,-0.6968,0.0677,-0.7578,-0.9678,-0.4026,0.0,1.1527,0.0,-0.4973,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.1713,0.2561,0.2371,-0.6252,0.0698,1.0501,1.0501,1.1056,0.0,-0.156,1.4222,0.4464,-0.0635,0.2501,0.2905,0.2867,0.1863,0.1145,-0.0103,0.649,0.6467,-1.876,-1.039,0.1314,0.0888,-0.8666,-0.6939,-0.3761,-0.3461,-0.5884,0.316,0.2301,-1.053,-0.4567,0.0,1.5777,-0.3135,-0.0663,-0.9901,-1.0503,-1.0857,-1.0717,-2.4933,3.3697,-1.7774,3.4831,-1.7173,-1.3576,-2.4288,0.546
2017-12-24 00:05:00,0.6147,1.164,-0.047,-0.6277,-0.0,0.4569,-0.092,0.5859,0.5636,-0.2721,0.7007,-0.3657,-0.4349,0.0,-0.0,0.5351,-0.5955,0.5617,0.6063,-0.7965,1.8196,-0.2525,1.7327,1.6798,1.9346,1.9867,0.3188,0.5896,0.6307,-0.315,-0.387,0.2928,0.8092,-1.3138,-0.5233,1.165,-0.6851,-0.818,-0.6968,0.0633,-0.7589,-0.9584,-0.393,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.84,0.1198,0.1871,-0.5928,0.0698,1.0501,1.0501,1.0895,0.0,-0.156,1.6198,0.6756,0.8843,0.1498,0.2837,0.2862,0.2033,0.1325,-0.0127,0.6397,0.6481,-1.8768,0.0748,0.1319,0.0888,-0.8452,-0.6941,-0.379,-0.3478,-0.5922,0.3165,0.2273,-1.0542,-0.4589,0.0,1.5777,-0.3135,-0.0663,-0.9934,-1.162,-1.0888,-1.0746,-2.4933,3.5617,-1.7774,3.1039,-1.7188,-1.3248,-2.4331,0.5782
2017-12-24 00:10:00,0.6147,1.079,0.011,-0.6277,-0.0,0.453,-0.0921,0.5879,0.5774,-0.2722,0.6902,-0.3657,-0.4349,0.0,-0.0,0.5006,-0.6435,0.5608,0.5676,-0.7998,1.6929,-0.2608,1.7327,1.6789,1.9346,1.9867,0.3766,0.551,0.5978,-0.3156,-0.3863,0.3528,0.8067,-1.3216,-0.5326,1.1553,-0.347,-0.769,-0.6968,0.0588,-0.7599,-0.949,-0.3834,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.9183,0.0594,0.1371,-0.5604,0.0698,1.0501,1.0501,1.0412,0.0,-0.156,1.6117,0.4375,1.1308,0.0408,0.3237,0.3212,0.1752,0.1022,-0.015,0.6579,0.6709,-1.8775,-0.0155,0.1323,0.0888,-0.8237,-0.6943,-0.3818,-0.3494,-0.5961,0.3171,0.2245,-1.0555,-0.4532,0.0,1.5777,-0.3135,-0.0663,-0.9968,-1.0619,-1.0919,-1.0776,-2.4933,3.2896,-1.7774,2.8854,-1.7203,-1.3004,-2.4375,0.6104
2017-12-24 00:15:00,0.6147,0.974,-0.0289,-0.6277,-0.0,0.4531,-0.0923,0.5911,0.5802,-0.2723,0.6727,-0.3657,-0.4349,0.0,-0.0,0.5048,-0.6012,0.5598,0.5663,-0.803,1.763,-0.269,1.7328,1.678,1.9346,1.9866,0.3345,0.5057,0.5583,-0.315,-0.3875,0.3072,0.8042,-1.3294,-0.5418,1.1456,-0.3471,-0.7199,-0.6968,0.0543,-0.761,-0.9395,-0.3738,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.4094,-0.0187,0.0871,-0.5281,0.0698,1.0501,1.0501,0.9671,0.0,-0.156,1.6037,0.4309,0.2815,-0.0781,0.2595,0.2569,0.147,0.0719,-0.0174,0.6552,0.6559,-1.8782,-0.0048,0.1328,0.0888,-0.8023,-0.6945,-0.3846,-0.3511,-0.5999,0.3177,0.2217,-1.0567,-0.4444,0.0,1.5777,-0.3135,-0.0663,-1.0001,-1.0335,-1.095,-1.0805,-2.4933,3.1731,-1.7774,3.0174,-1.7219,-1.3249,-2.4418,0.6427
2017-12-24 00:20:00,0.6147,0.913,0.9048,-0.6277,-0.0,0.4531,-0.0925,0.603,0.5873,-0.2724,0.6705,-0.3656,-0.4349,0.0,-0.0,0.4782,-0.5098,0.5589,0.5828,-0.8063,1.7821,-0.2773,1.7328,1.6771,1.9346,1.9866,0.2597,0.4713,0.5288,-0.3148,-0.3869,0.2277,0.8017,-1.3372,-0.551,1.1368,-0.7831,-0.6708,-0.6969,0.0628,-0.7621,-0.9301,-0.3642,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.9988,-0.2093,0.0371,-0.4957,0.0698,1.0501,1.0501,0.9287,0.0,-0.156,1.6071,0.8091,1.2127,-0.2177,0.2818,0.2848,0.1188,0.0416,-0.0197,0.6229,0.6358,-1.879,-0.0531,0.1333,0.0888,-0.7809,-0.6947,-0.3875,-0.3527,-0.6038,0.3183,0.2189,-1.0579,-0.4356,0.0,1.5777,-0.3135,-0.0663,-1.0035,-1.0839,-1.0981,-1.0834,-2.4933,3.4217,-1.7774,3.0813,-1.7234,-1.3852,-2.4462,0.6749
2017-12-24 00:25:00,0.6147,0.8946,0.0064,-0.6277,-0.0,0.4555,-0.0926,0.5886,0.5764,-0.2726,0.6721,-0.3656,-0.4349,0.0,-0.0,0.4247,-0.616,0.5579,0.5334,-0.8095,0.7765,-0.2855,1.7329,1.6763,1.9347,1.9866,0.3341,0.4597,0.5179,-0.3141,-0.3863,0.3154,0.7993,-1.345,-0.5602,1.1387,-0.71,-0.6297,-0.6969,0.0565,-0.7631,-0.9207,-0.3546,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.7312,-0.3483,-0.0005,-0.4633,0.0698,1.0501,1.0501,0.9126,0.0,-0.156,0.2181,0.8178,0.5296,-0.5314,0.2941,0.2783,0.0906,0.0113,-0.0221,0.6631,0.655,-1.8797,0.7316,0.1337,0.0888,-0.7594,-0.6949,-0.3903,-0.3544,-0.6076,0.3189,0.2161,-1.0591,-0.3104,0.0,1.5777,-0.3135,-0.0663,-1.0068,-1.0365,-1.1012,-1.0864,-2.4933,3.2558,-1.7774,3.0697,-1.7249,-1.3476,-2.4506,0.7071
2017-12-24 00:30:00,0.6147,0.9264,-0.0069,-0.6277,-0.0,0.4529,-0.0928,0.5997,0.563,-0.2727,0.6688,-0.3655,-0.4349,0.0,-0.0,0.4219,-0.5592,0.557,0.4997,-0.8128,0.886,-0.2938,1.7329,1.6754,1.9347,1.9866,0.2299,0.4627,0.5217,-0.3148,-0.3862,0.1924,0.7968,-1.3528,-0.5694,1.1407,-0.741,-0.603,-0.6969,0.0587,-0.7642,-0.9113,-0.345,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,-1.3609,1.0405,0.2165,-0.4164,0.0698,1.0501,1.0501,0.9448,0.0,-0.156,0.2171,0.8132,-1.9444,1.0408,0.297,0.2984,0.0624,-0.019,-0.0245,0.6062,0.6169,-1.8804,0.7196,0.1342,0.0888,-0.738,-0.6951,-0.3932,-0.356,-0.6115,0.3194,0.2153,-1.0604,-0.2357,0.0,1.5777,-0.3135,-0.0663,-1.0102,-1.2484,-1.1043,-1.0893,-2.4933,3.5715,-1.7774,3.6616,-1.7265,-1.5367,-2.4549,0.7393
2017-12-24 00:35:00,0.6147,0.9628,0.212,-0.6277,-0.0,0.4563,-0.0929,0.6029,0.5982,-0.2728,0.671,-0.3655,-0.4349,0.0,-0.0,0.3443,-0.4908,0.556,0.4907,-0.816,0.6339,-0.3021,1.7329,1.6745,1.9347,1.9866,0.277,0.4761,0.5326,-0.3148,-0.3856,0.2486,0.7794,-1.3606,-0.5786,1.1426,-0.3259,-0.5763,-0.6969,0.0607,-0.7653,-0.9019,-0.3355,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.8801,0.0635,0.2103,-0.4791,0.0698,1.0501,1.0501,0.9608,0.0,-0.156,0.2161,0.5982,0.9474,-0.0398,0.2865,0.2709,0.0503,-0.037,-0.1279,0.6552,0.633,-1.8812,0.7451,0.1347,0.0888,-0.7166,-0.6953,-0.396,-0.3577,-0.6153,0.32,0.2146,-1.0616,-0.1916,0.0,1.5777,-0.3135,-0.0663,-1.0136,-1.1176,-1.1073,-1.0923,-2.4933,3.3081,-1.7774,3.0065,-1.728,-1.3566,-2.4593,0.7716
2017-12-24 00:40:00,0.8407,1.0053,0.3452,-0.6277,-0.0,0.4551,-0.0931,0.6068,0.6135,-0.2729,0.6731,-0.3654,-0.4349,0.0,-0.0,0.415,-0.5418,0.5551,0.4805,-0.8193,0.7951,-0.3103,1.733,1.6736,1.9347,1.9865,0.2895,0.4883,0.544,-0.3149,-0.3868,0.2631,0.3833,-1.3684,-0.5878,1.1446,-0.8132,-0.5496,-0.6969,0.0608,-0.7663,-0.8925,-0.3304,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,-0.2881,0.2623,0.12,-0.8335,0.0698,1.0501,1.0501,0.993,0.0,-0.156,0.2151,0.8484,-0.6214,0.2771,0.2676,0.2739,0.046,-0.0437,-0.1814,0.6324,0.6343,-1.8819,0.712,0.1352,0.0888,-0.6951,-0.6955,-0.3989,-0.3593,-0.6191,0.3206,0.2139,-1.0628,-0.1985,0.0,1.5777,-0.3135,-0.0663,-1.0169,-1.1314,-1.1104,-1.0952,-2.4933,3.3688,-1.7774,2.7616,-1.7296,-1.3075,-2.4636,0.8038
2017-12-24 00:45:00,1.0668,1.0193,0.2702,-0.6277,-0.0,0.4551,-0.0933,0.6213,0.6158,-0.2731,0.6728,-0.3654,-0.4349,0.0,-0.0,0.2963,-0.5394,0.5542,0.4491,-0.8225,0.8994,-0.3186,1.733,1.6727,1.9347,1.9865,0.2905,0.4951,0.5501,-0.315,-0.3857,0.2631,-1.0002,-1.3761,-0.5971,1.1465,-0.6994,-0.5229,-0.6969,0.0609,-0.7674,-0.8831,-0.3291,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.8327,0.0014,0.0297,-0.6921,0.0698,1.0501,1.0501,0.9993,0.0,-0.156,0.2141,0.86,0.8773,-0.1482,0.2987,0.2966,0.0417,-0.0505,-0.2134,0.6148,0.6381,-1.8826,0.6965,0.1356,0.0888,-0.6737,-0.6957,-0.4017,-0.361,-0.623,0.3212,0.2132,-1.0641,-0.2053,0.0,1.5777,-0.3135,-0.0663,-1.0203,-1.1165,-1.1135,-1.0982,-2.4933,3.4566,-1.7774,3.045,-1.7311,-1.3348,-2.468,0.836
2017-12-24 00:50:00,1.0668,1.0358,0.0356,-0.6277,-0.0,0.4544,-0.0934,0.6264,0.5998,-0.2732,0.6696,-0.3653,-0.4349,0.0,-0.0,0.2475,-0.6396,0.5532,0.4463,-0.8258,0.6433,-0.3268,1.7331,1.6718,1.9347,1.9865,0.3151,0.4983,0.5526,-0.3147,-0.3856,0.2887,-0.9904,-1.3837,-0.6063,1.1485,-0.7213,-0.4961,-0.6969,0.0615,-0.7685,-0.8737,-0.3277,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,1.1372,-0.6892,-0.0606,-0.5506,0.0698,1.0501,1.0501,1.0091,0.0,-0.156,0.2131,0.8445,1.2824,-0.4013,0.2807,0.279,0.0375,-0.0572,-0.2616,0.6341,0.6383,-1.8834,0.6897,0.1361,0.0888,-0.6523,-0.6959,-0.4046,-0.3626,-0.6268,0.3218,0.2125,-1.0653,-0.2122,0.0,1.5777,-0.3135,-0.0663,-1.0236,-1.0682,-1.1166,-1.1011,-2.4933,3.6837,-1.7774,3.6522,-1.7326,-1.2799,-2.4724,0.8682
2017-12-24 00:55:00,1.0668,1.0132,0.4008,-0.6277,-0.0,0.4558,-0.0936,0.6348,0.616,-0.2733,0.668,-0.3653,-0.4349,0.0,-0.0,0.225,-0.4865,0.5523,0.4641,-0.8291,0.7763,-0.3351,1.7331,1.6709,1.9347,1.9865,0.3043,0.4888,0.543,-0.3146,-0.3857,0.2652,-0.9807,-1.3913,-0.6155,1.1504,-0.7235,-0.4859,-0.6969,0.0622,-0.7695,-0.8643,-0.3264,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,-0.8285,-0.0399,-0.0107,-0.4235,0.0699,1.0501,1.0501,0.9993,0.0,-0.156,0.2121,0.853,-1.2066,-0.0413,0.2677,0.2702,0.0332,-0.064,-0.3126,0.6245,0.6402,-1.8841,0.6752,0.1366,0.0888,-0.6309,-0.6961,-0.4074,-0.3643,-0.6307,0.3223,0.2118,-1.0665,-0.2191,0.0,1.5777,-0.3135,-0.0663,-1.027,-1.0501,-1.1197,-1.104,-2.4933,2.9279,-1.7774,2.8542,-1.7342,-1.1814,-2.4767,0.9005
2017-12-24 01:00:00,1.0668,0.9895,0.4984,-0.6277,-0.0,0.4555,-0.0937,0.6271,0.6258,-0.2734,0.6669,-0.3652,-0.4349,0.0,-0.0,0.1998,-0.4815,0.5513,0.4611,-0.8323,0.8912,-0.3433,1.7332,1.67,1.9347,1.9865,0.3145,0.4755,0.5329,-0.315,-0.3853,0.2822,-0.971,-1.3989,-0.6247,1.1524,-0.4521,-0.5197,-0.697,0.057,-0.7706,-0.8548,-0.325,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,-0.7591,0.2386,0.2201,-0.3578,0.0699,1.0501,1.0501,0.9769,0.0,-0.156,0.2111,0.8571,-1.1417,0.232,0.2892,0.2843,0.0289,-0.0707,-0.3473,0.6828,0.6498,-1.8849,0.6606,0.137,0.0888,-0.6094,-0.6962,-0.4103,-0.3659,-0.6345,0.3229,0.211,-1.0678,-0.2259,0.0,1.5777,-0.3135,-0.0663,-1.0304,-1.072,-1.1228,-1.107,-2.4933,3.3955,-1.7774,3.4947,-1.7357,-1.3046,-2.4811,0.9327
2017-12-24 01:05:00,1.2928,0.9375,0.1607,-0.6277,-0.0,0.4561,-0.0939,0.6183,0.6076,-0.2736,0.6606,-0.3652,-0.4349,0.0,-0.0,0.1817,-0.6064,0.5504,0.5065,-0.8356,0.7858,-0.3516,1.7332,1.6691,1.9348,1.9864,0.3189,0.4533,0.5136,-0.3145,-0.3859,0.2945,-0.9613,-1.4065,-0.6339,1.1543,-0.6094,-0.5534,-0.697,0.0491,-0.7717,-0.8454,-0.3237,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,-1.6182,1.1198,0.4508,-0.3964,0.0699,1.0501,1.0501,0.9448,0.0,-0.156,0.2101,0.8058,Bad,1.0478,0.2444,0.2483,0.0246,-0.0774,-0.3673,0.6341,0.6437,-1.8856,0.6098,0.1375,0.0888,-0.6188,-0.6964,-0.4131,-0.3676,-0.6384,0.3235,0.2103,-1.069,-0.2328,0.0,1.5777,-0.3135,-0.0663,-1.0337,-1.0689,-1.1259,-1.1099,-2.4933,3.1583,-1.7774,2.8215,-1.7372,-1.2352,-2.4854,0.9649
2017-12-24 01:10:00,1.2928,0.887,-0.0212,-0.6277,-0.0,0.4552,-0.094,0.643,0.6259,-0.2737,0.6496,-0.3651,-0.4349,0.0,-0.0,0.1633,-0.4797,0.5494,0.4386,-0.8388,0.7851,-0.3598,1.7333,1.6682,1.9348,1.9864,0.3383,0.433,0.4961,-0.3147,-0.3844,0.3172,-0.9516,-1.4141,-0.6431,1.1562,-0.389,-0.5872,-0.697,0.0561,-0.7727,-0.836,-0.3223,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.3462,0.2914,0.6505,-0.4729,0.0699,1.0501,1.0501,0.9126,0.0,-0.156,0.2092,0.5571,0.1314,0.2177,0.2397,0.243,0.0128,-0.0842,-0.4137,0.6475,0.6589,-1.8863,0.6323,0.138,0.0888,-0.6443,-0.6966,-0.416,-0.3692,-0.6422,0.3241,0.2096,-1.0702,-0.2396,0.0,1.5777,-0.3135,-0.0663,-1.0371,-0.956,-1.1289,-1.1129,-2.4933,3.654,-1.7774,3.7214,-1.7388,-1.2851,-2.4898,0.9971
2017-12-24 01:15:00,1.2928,0.8074,0.0351,-0.6277,-0.0,0.4538,-0.0942,0.6359,0.6225,-0.2738,0.636,-0.3651,-0.4349,0.0,-0.0,0.1585,-0.5515,0.5485,0.4069,-0.8421,0.7932,-0.3658,1.7333,1.6673,1.9348,1.9864,0.317,0.3995,0.465,-0.3149,-0.3862,0.2928,-0.9419,-1.4217,-0.6523,1.1582,-0.6244,-0.6209,-0.697,0.0619,-0.7738,-0.8266,-0.3209,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.8945,-0.3274,0.3888,-0.6699,0.0699,1.0501,1.0501,0.858,0.0,-0.156,0.2082,0.5486,1.1001,-0.3165,0.2979,0.3048,-0.0253,-0.124,-0.4815,0.6169,0.6431,-1.8871,0.6267,0.1384,0.0888,-0.6698,-0.6968,-0.4188,-0.3709,-0.646,0.3247,0.2089,-1.0715,-0.2465,0.0,1.5777,-0.3135,-0.0663,-1.0404,-1.0421,-1.132,-1.1158,-2.4933,3.3772,-1.7774,3.1374,-1.7403,-1.286,-2.4942,1.0294
2017-12-24 01:20:00,1.2928,0.6956,0.3212,-0.6277,-0.0,0.4571,-0.0944,0.6464,0.643,-0.2739,0.6226,-0.3651,-0.4349,0.0,-0.0,0.2222,-0.5408,0.5476,0.4928,-0.8453,0.7796,-0.3713,1.7334,1.6664,1.9348,1.9864,0.2506,0.3529,0.4254,-0.3158,-0.385,0.231,-0.9322,-1.4293,-0.6616,1.1601,-0.4786,-0.6547,-0.697,0.0629,-0.7748,-0.8172,-0.3196,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.717,-0.3703,0.1271,-0.7602,0.0699,1.0501,1.0501,0.7839,0.0,-0.156,0.2072,0.8039,0.7287,-0.3596,0.3022,0.2934,-0.0633,-0.1671,-0.5354,0.6549,0.6127,-1.8878,0.6213,0.1389,0.0888,-0.6953,-0.697,-0.4217,-0.3726,-0.6499,0.3252,0.2082,-1.0727,-0.2534,0.0,1.5777,-0.3135,-0.0663,-1.0438,-1.0041,-1.1351,-1.1187,-2.4933,3.6176,-1.7774,3.3276,-1.7419,-1.2453,-2.4985,1.0616
2017-12-24 01:25:00,1.2928,0.5983,0.3465,-0.6277,-0.0,0.4542,-0.0945,0.6548,0.6452,-0.2741,0.6089,-0.365,-0.4349,0.0,-0.0,0.2664,-0.4768,0.5466,0.5051,-0.8486,0.7552,-0.3767,1.7334,1.6655,1.9348,1.9864,0.3054,0.3103,0.388,-0.3155,-0.3853,0.2902,-0.9307,-1.4369,-0.6708,1.1621,-0.6844,-0.696,-0.697,0.0639,-0.7759,-0.8078,-0.3182,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,1.1858,-0.4753,-0.1347,-0.6033,0.0699,1.0501,1.0501,0.7035,0.0,-0.156,0.2062,0.7955,1.5859,-0.5243,0.2814,0.2728,-0.1014,-0.2103,-0.5617,0.6519,0.6295,-1.8885,0.5717,0.1394,0.0888,-0.7208,-0.6972,-0.4245,-0.3742,-0.6537,0.3258,0.2075,-1.0739,-0.2604,0.0,1.5777,-0.3135,-0.0663,-1.0472,-1.0785,-1.1382,-1.1217,-2.4933,3.3461,-1.7774,3.1867,-1.7434,-1.3053,-2.5029,1.0938
2017-12-24 01:30:00,1.2928,0.5005,-0.1698,-0.6277,-0.0,0.4541,-0.0947,0.6646,0.6426,-0.2742,0.5913,-0.365,-0.4349,0.0,-0.0,0.2862,-0.6562,0.5457,0.5214,-0.8519,0.8207,-0.3841,1.7335,1.6646,1.9348,1.9863,0.3179,0.2677,0.3539,-0.315,-0.386,0.2832,-0.931,-1.4445,-0.68,1.164,-0.6853,-0.7384,-0.6971,0.0585,-0.777,-0.7984,-0.3169,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.6605,-0.572,-0.3964,-0.4463,0.0699,1.0501,1.0501,0.6553,0.0,-0.156,0.2052,0.7958,-0.111,0.2155,0.2707,0.2715,-0.1394,-0.2535,-0.5677,0.5798,0.6265,-1.8893,0.5824,0.1398,0.0888,-0.7464,-0.6974,-0.4274,-0.3758,-0.6576,0.3264,0.2068,-1.0752,-0.2674,0.0,1.5777,-0.3135,-0.0663,-1.0505,-1.0562,-1.1413,-1.1246,-2.4933,3.8672,-1.7774,3.7871,-1.7449,-1.3647,-2.5072,1.126
2017-12-24 01:35:00,1.2928,0.4946,-0.0941,-0.6277,-0.0,0.4538,-0.0948,0.6682,0.6781,-0.2743,0.584,-0.3649,-0.4349,0.0,-0.0,0.3977,-0.6085,0.5447,0.5048,-0.8551,0.8195,-0.3966,1.7335,1.6638,1.9348,1.9863,0.3533,0.2582,0.345,-0.3142,-0.3849,0.324,-0.2039,-1.4521,-0.6892,1.166,-0.2039,-0.7807,-0.6973,0.0528,-0.778,-0.7889,-0.3155,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,-0.0592,-0.2234,-0.2856,-0.3553,0.0699,1.0501,1.0501,0.6392,0.0,-0.156,0.2042,0.4385,-0.54,-0.0309,0.2289,0.2356,-0.1775,-0.2967,-0.5737,0.6808,0.6461,-1.89,0.6157,0.1403,0.0888,-0.7719,-0.6976,-0.4302,-0.3774,-0.6614,0.327,0.206,-1.0764,-0.2745,0.0,1.5777,-0.3135,-0.0663,-1.0539,-1.2506,-1.1444,-1.1276,-2.4933,3.3359,-1.7774,2.9146,-1.7465,-1.5056,-2.5116,1.1583
2017-12-24 01:40:00,1.2928,0.5415,0.0371,-0.6277,-0.0,0.4564,-0.095,0.6583,0.6711,-0.2744,0.5939,-0.3649,-0.4349,0.0,-0.0,0.4669,-0.4571,0.5438,0.5204,-0.8584,0.8593,-0.409,1.7336,1.6629,1.9348,1.9863,0.2938,0.2751,0.3586,-0.3143,-0.3843,0.2654,0.3908,-1.4597,-0.6984,1.1679,-0.3257,-0.823,-0.6974,0.0484,-0.7791,-0.7796,-0.3142,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,-0.7019,0.161,0.084,-0.3083,0.0699,1.0501,1.0501,0.6714,0.0,-0.156,0.2032,0.5056,-1.0999,0.2539,0.2771,0.2839,-0.1986,-0.3151,-0.5797,0.7382,0.6482,-1.8907,0.6373,0.1408,0.0888,-0.7974,-0.6978,-0.433,-0.3789,-0.6653,0.3276,0.2053,-1.0776,-0.2815,0.0,1.5777,-0.3135,-0.0663,-1.0572,-1.1758,-1.1475,-1.1305,-2.4933,3.8863,-1.7774,4.0042,-1.748,-1.3179,-2.516,1.1905
2017-12-24 01:45:00,1.2928,0.5998,0.1438,-0.6277,-0.0,0.4556,-0.0951,0.6725,0.6561,-0.2746,0.6038,-0.3648,-0.4349,0.0,-0.0,0.5302,-0.5319,0.5428,0.4703,-0.8616,0.8649,-0.4214,1.7336,1.662,1.9349,1.9863,0.3181,0.2947,0.3772,-0.313,-0.3842,0.2847,-1.0038,-1.4673,-0.7076,1.1699,-0.3042,-0.8654,-0.6976,0.0439,-0.7802,-0.7701,-0.3128,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,-1.6013,1.0108,0.4537,-0.3426,0.0699,1.0501,1.0501,0.7196,0.0,-0.156,0.2022,0.551,Bad,0.968,0.2819,0.2773,-0.189,-0.3059,-0.5858,0.6063,0.6346,-1.8915,0.6317,0.1413,0.0888,-0.8229,-0.698,-0.4359,-0.3805,-0.6691,0.3281,0.2046,-1.0789,-0.2885,0.0,1.5777,-0.3135,-0.0663,-1.0606,-1.2522,-1.1505,-1.1335,-2.4933,3.4695,-1.7774,3.4877,-1.7495,-1.3533,-2.5203,1.2227
2017-12-24 01:50:00,1.2928,0.664,0.085,-0.6277,-0.0,0.4522,-0.0953,0.6641,0.6359,-0.2747,0.6121,-0.3648,-0.4349,0.0,-0.0,0.5633,-0.5425,0.5419,0.4965,-0.8649,0.8797,-0.4338,1.7337,1.6611,1.9349,1.9863,0.2759,0.3212,0.3994,-0.312,-0.3844,0.2495,-0.9974,-1.4749,-0.7168,1.1718,-0.3608,-0.9077,-0.6977,0.0442,-0.7812,-0.7607,-0.3114,0.0,1.1527,0.0,0.8707,0.0,1.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0713,1.0375,1.0375,0.2474,0.2633,0.8234,-0.3929,0.0699,1.0501,1.0501,0.7679,0.0,-0.156,0.2012,0.53,0.1176,0.1352,0.2343,0.2365,-0.1795,-0.2968,-0.5918,0.6343,0.6423,-1.8922,0.5852,0.1417,0.0888,-0.8484,-0.6982,-0.4387,-0.3821,-0.673,0.3287,0.2039,-1.0801,-0.2923,0.0,1.5777,-0.3135,-0.0663,-1.0639,-1.1028,-1.1536,-1.1364,-2.4933,3.397,-1.7774,3.3659,-1.7511,-1.3089,-2.5247,1.2549
